State,StateID,County,index,intercept,SP,unemployment,mortgage_rates,ind_prod,inflation_expect
California,6,Los Angeles,0,2.86E-17,0.43505201,0.058713923,0.439297472,-0.348599761,-0.152483329
Illinois,17,Cook,1,1.93E-16,0.369148349,-0.063401617,0.434906212,-0.127343368,-0.325865367
Texas,48,Harris,2,3.43E-16,0.222493097,0.288327654,0.324830551,0.191268482,-0.097636633
Arizona,4,Maricopa,3,2.99E-16,0.255467933,0.119654881,-0.063486132,-0.176139977,0.279568246
California,6,San Diego,4,-1.08E-17,0.445801589,8.03E-05,0.348144096,-0.388841652,-0.093995413
California,6,Orange,5,1.58E-16,0.404534525,0.032742128,0.376507908,-0.379013493,-0.053601728
New York,36,Kings,6,-5.72E-17,0.122446059,-0.631888673,0.399334214,-0.525444822,0.160298517
Florida,12,Miami-Dade,7,-7.63E-17,0.400522305,-0.184338238,0.380288507,-0.452637283,0.105371294
Texas,48,Dallas,8,2.19E-16,0.075353984,-0.601005355,0.442555135,-0.434305993,-0.338949353
New York,36,Queens,9,2.55E-16,0.113393712,-0.590715226,0.501194155,-0.436839227,-0.222509158
California,6,Riverside,10,-2.22E-16,0.481164442,0.164176904,0.381943382,-0.117418021,0.02587186
California,6,San Bernardino,11,8.50E-17,0.47344326,0.207571062,0.396901332,-0.062100286,-0.015747862
Nevada,32,Clark,12,7.29E-17,0.400958508,0.155832913,0.544989742,-0.02836733,-0.008303742
Washington,53,King,13,-3.56E-17,0.410321223,-0.566773542,0.283403689,-0.853969134,-0.241267661
Michigan,26,Wayne,14,6.42E-17,0.464527415,0.152962609,0.488726609,0.043862665,-0.142766776
Texas,48,Tarrant,15,9.19E-17,0.224042304,-0.853834411,0.2725353,-0.747828075,-0.38644818
California,6,Santa Clara,16,-3.64E-17,0.308884659,0.032327551,0.384550556,-0.293783253,0.143941288
Florida,12,Broward,17,-2.37E-16,0.462537542,0.049363855,0.451951073,-0.234075611,0.009201225
Texas,48,Bexar,18,4.65E-16,0.174911902,-0.590414574,0.12715041,-0.290865742,-0.342925292
New York,36,New York,19,-1.32E-16,0.046367577,-0.148171141,0.448950327,-0.251618122,0.315349112
Pennsylvania,42,Philadelphia,20,1.04E-17,-0.015690105,0.339470887,0.226223475,0.607077196,-0.55245397
California,6,Alameda,21,-1.73E-17,0.301534178,-0.108975573,0.481937176,-0.433999734,0.04961813
Massachusetts,25,Middlesex,22,9.11E-17,0.445757154,-0.209359709,0.382604858,-0.340118989,-0.197010507
New York,36,Suffolk,23,3.64E-17,0.286212292,0.23090412,0.246758084,0.451647713,-0.487907377
California,6,Sacramento,24,1.37E-16,0.462532731,0.049465118,0.384847413,-0.336461011,-0.100294219
New York,36,Bronx,25,7.55E-17,-0.287485081,-0.101557922,0.124670301,0.227074968,-0.07235727
New York,36,Nassau,26,-4.77E-17,0.240946992,-0.220305618,0.412268455,0.019448372,-0.365723434
Florida,12,Palm Beach,27,3.21E-17,0.384849001,-0.067900437,0.344433658,-0.253095914,-0.036385093
Ohio,39,Cuyahoga,28,-6.07E-17,0.115480037,0.135105785,0.124909278,0.223754,-0.635911662
Florida,12,Hillsborough,29,3.26E-16,0.466662728,-0.174482557,0.368751318,-0.382977049,-0.198095424
Pennsylvania,42,Allegheny,30,4.61E-16,-0.09473043,0.337285543,-0.057965946,0.593546543,-0.456910634
Michigan,26,Oakland,31,-6.94E-17,0.460119423,0.127484396,0.406109698,-0.179446259,0.185421396
Ohio,39,Franklin,32,5.55E-17,0.196612014,0.051753259,0.206714491,0.181319666,-0.633595002
Minnesota,27,Hennepin,33,-1.21E-16,0.421956853,0.10161959,0.225502731,0.022715947,-0.173444129
Florida,12,Orange,34,3.17E-16,0.418950824,-0.027307586,0.415431661,-0.296811458,0.020808785
Virginia,51,Fairfax,35,-1.73E-17,0.396695399,0.755818345,-0.030543141,0.459249935,0.01309916
California,6,Contra Costa,36,1.24E-16,0.390250208,0.046260538,0.389922783,-0.206600198,0.198099876
Utah,49,Salt Lake,37,2.37E-16,0.301261058,-0.089615225,0.297320104,-0.197799157,-0.221328735
Texas,48,Travis,38,3.12E-17,0.277988934,0.170172117,0.103702628,-0.107978586,-0.016562205
Missouri,29,St. Louis,39,-3.82E-17,0.31748604,-0.217175112,0.042256843,0.037237138,-0.543085692
Arizona,4,Pima,40,2.86E-17,0.495554998,0.53799608,0.043362632,0.512253166,-0.42847138
Maryland,24,Montgomery,41,-1.28E-16,0.526601131,0.532117912,0.285471618,0.278617609,-0.11261885
Hawaii,15,Honolulu,42,4.51E-17,0.417069055,-0.635041503,0.404737506,-0.686804497,0.036106527
New York,36,Westchester,43,1.02E-16,0.481844178,0.080509509,0.27294137,0.022786324,-0.349581343
Wisconsin,55,Milwaukee,44,5.20E-18,0.349581241,0.460650996,0.317493164,0.341643649,-0.479072053
California,6,Fresno,45,1.21E-17,0.496655941,0.111278437,0.364705322,-0.112030311,-0.051310661
Tennessee,47,Shelby,46,1.25E-16,0.122665066,0.510783726,0.106223854,0.717588288,-0.562027748
Georgia,13,Fulton,47,-9.71E-17,0.334163013,-0.07211698,0.486944099,-0.091391184,-0.238434
North Carolina,37,Mecklenburg,48,-2.98E-16,0.315948335,-0.069993618,0.382864896,-0.095167555,-0.510364407
New York,36,Erie,49,-1.93E-16,0.325023536,0.004417873,0.119930371,0.267523218,-0.495306153
Illinois,17,DuPage,50,1.14E-16,0.507729344,0.058945063,0.389036021,-0.080589778,-0.266933722
Connecticut,9,Fairfield,51,0,0.260741617,0.197011229,0.217089905,0.211655334,-0.172885157
Florida,12,Pinellas,52,1.80E-16,0.30893502,-0.144585309,0.28306163,-0.271754855,-0.342618153
New Jersey,34,Bergen,53,-7.46E-17,0.289104486,0.146080377,0.352572429,-0.019947527,-0.391660313
Indiana,18,Marion,54,1.58E-16,0.241376108,0.664178398,0.171186468,0.857804421,-0.428991568
North Carolina,37,Wake,55,1.47E-17,0.268729461,-0.228071601,0.293243745,-0.127300096,-0.511241164
Connecticut,9,Hartford,56,7.81E-17,0.395892587,0.122586771,0.13707264,0.043606232,-0.515078681
Florida,12,Duval,57,-1.04E-17,0.417089775,0.073407405,0.378868162,-0.000711971,-0.425527437
Maryland,24,Prince George's,58,4.34E-18,0.493796007,0.046977303,0.320366606,-0.030599499,-0.210610088
Connecticut,9,New Haven,59,8.33E-17,0.254775526,0.576964683,0.149751734,0.652482687,-0.573139876
Michigan,26,Macomb,60,-2.10E-16,0.497635816,0.218376265,0.347782432,0.011891722,-0.003916276
California,6,Kern,61,1.21E-16,0.43543578,0.446880024,0.29058895,0.13533825,0.074933094
California,6,Ventura,62,-8.67E-19,0.422502134,0.06000793,0.418513819,-0.235512775,-0.121507042
New Jersey,34,Middlesex,63,-7.29E-17,0.431976393,0.430703594,0.357865746,0.434439852,-0.399182549
Georgia,13,Gwinnett,64,2.04E-16,0.432982231,0.237533046,0.387426423,0.07263095,-0.092460339
California,6,San Francisco,65,-4.51E-17,0.092253641,-0.09903519,0.387657448,-0.269774358,0.290672796
Maryland,24,Baltimore,66,1.24E-16,0.325981773,0.136149844,0.458446721,0.100746687,-0.369358424
Ohio,39,Hamilton,67,-5.20E-18,0.129911432,0.243957553,0.020990658,0.414059954,-0.673390049
Texas,48,El Paso,68,2.43E-17,0.096943054,0.176901969,-0.159213627,0.475992749,-0.497499485
Pennsylvania,42,Montgomery,69,3.64E-17,0.324412402,0.385157181,0.123107656,0.583479565,-0.528074852
Massachusetts,25,Worcester,70,-1.72E-16,0.351156288,0.226736963,0.169592965,0.193341313,-0.551257965
Washington,53,Pierce,71,1.82E-17,0.299465325,0.096743279,0.214050702,0.099590092,-0.582717995
New Jersey,34,Essex,72,9.19E-17,0.144385165,0.303282103,0.158700394,0.576054995,-0.434718257
Texas,48,Collin,73,1.46E-16,0.183442445,-0.827447759,0.218992392,-1.032360913,0.089551409
Texas,48,Hidalgo,74,6.75E-16,0.210431885,0.554604217,0.078471194,0.50553317,-0.472643179
New York,36,Monroe,75,1.56E-17,-0.174310396,-0.082884077,-0.300750826,-0.039447219,-0.325211749
Massachusetts,25,Essex,76,-1.47E-16,0.320288848,0.109608355,0.406037759,-0.059434205,-0.325231493
Kentucky,21,Jefferson,77,-4.68E-17,0.306020193,0.042291107,0.179113355,-0.012278992,-0.628084567
Oregon,41,Multnomah,78,3.37E-16,0.196456324,-0.91394889,0.083810146,-1.18326498,-0.06210722
Massachusetts,25,Suffolk,79,-5.29E-17,0.229950563,-0.696618175,0.417095531,-0.852697256,0.032565366
Oklahoma,40,Oklahoma,80,1.42E-16,0.29160348,0.6941937,-0.437452416,0.729509877,-0.579503855
California,6,San Mateo,81,1.34E-16,0.210554218,-0.338014769,0.470123227,-0.573395753,0.178402703
Washington,53,Snohomish,82,1.99E-17,0.460514399,-0.217865509,0.388574975,-0.482968783,-0.297710527
Illinois,17,Lake,83,-4.86E-17,0.477458297,0.032466885,0.34347579,-0.059226164,-0.309933918
Georgia,13,Dekalb,84,1.41E-16,0.285710375,0.082580627,0.463485578,0.14385907,-0.245843485
Georgia,13,Cobb,85,-6.94E-17,0.410747029,0.066494237,0.406305284,-0.061622131,-0.142136158
California,6,San Joaquin,86,-1.10E-16,0.443083064,0.033282363,0.434401134,-0.240153863,0.028603262
Illinois,17,Will,87,-8.67E-18,0.372004358,0.020782951,0.361673803,-0.003309964,-0.471242538
Missouri,29,Jackson,88,-1.04E-17,0.257296409,-0.053775308,0.199618701,0.135838677,-0.583115496
Massachusetts,25,Norfolk,89,-1.11E-16,0.427078831,0.025800678,0.397988549,-0.256750328,-0.316876868
Texas,48,Denton,90,-1.51E-16,0.140715522,-0.906934261,0.278989805,-1.077156381,0.001580995
New Mexico,35,Bernalillo,91,-2.08E-17,0.193272791,0.770896336,-0.173945633,0.779333101,-0.591002316
Alabama,1,Jefferson,92,7.29E-17,0.064071258,0.72816311,-0.000151792,0.786803608,-0.682908864
New Jersey,34,Hudson,93,1.73E-18,0.361563956,-0.447336472,0.38596354,-0.469072806,-0.299001459
New Jersey,34,Monmouth,94,1.13E-17,0.322146096,0.379967795,0.318419232,0.476734218,-0.318333916
Tennessee,47,Davidson,95,2.17E-17,0.201138885,-0.84947931,0.127656873,-0.867455163,-0.417598674
Rhode Island,44,Providence,96,5.55E-17,0.347945864,0.003441563,0.201654196,0.023714586,-0.583331999
Pennsylvania,42,Bucks,97,5.55E-17,0.355583837,0.502511655,0.141486052,0.566032596,-0.548793501
Colorado,8,El Paso,98,-1.49E-16,0.212852959,0.007891563,-0.023780215,0.046328468,-0.636113935
Maryland,24,Baltimore,99,9.54E-17,0.195814313,0.143490462,0.377340295,0.231732367,-0.340714746
Florida,12,Lee,100,-1.12E-16,0.065667198,-0.490426644,0.208887704,-0.813450138,0.265846927
Oklahoma,40,Tulsa,101,1.63E-16,0.395841116,0.342547945,-0.082102349,0.176513018,-0.694741928
Michigan,26,Kent,102,-2.58E-16,0.428390697,-0.194937054,0.28385387,-0.283530803,-0.357979067
Florida,12,Polk,103,8.67E-17,0.394648391,0.155024404,0.525082857,0.006719713,-0.291356918
District of Columbia,11,District of Columbia,104,1.41E-16,0.42979214,0.090015029,0.274172017,-0.064075939,0.133762932
Colorado,8,Denver,105,-6.59E-17,0.067881483,-0.783234575,0.376867864,-0.894220128,0.061605459
Texas,48,Fort Bend,106,3.47E-18,0.1728969,0.209183389,0.234793223,0.086447915,0.102067701
New Jersey,34,Ocean,107,-3.12E-17,0.37064243,0.313043045,0.324780039,0.326602013,-0.363507942
Colorado,8,Arapahoe,108,-1.34E-16,0.119097918,-0.907422702,0.173777924,-1.012705732,0.021509387
Pennsylvania,42,Delaware,109,1.73E-18,0.090214923,0.583422465,-0.006749698,0.691304484,-0.685174948
Massachusetts,25,Bristol,110,-4.51E-17,0.398545831,0.123240038,0.281327872,0.146461881,-0.489395114
Kansas,20,Johnson,111,-2.26E-17,0.214626073,-0.064915967,0.479813128,-0.183447416,-0.400888152
Florida,12,Brevard,112,-6.25E-17,0.364171256,-0.72059156,0.248335334,-0.828743144,-0.195107109
Ohio,39,Summit,113,7.55E-17,0.231277239,0.195164867,0.04512023,0.301406799,-0.59021852
Delaware,10,New Castle,114,-9.37E-17,0.071931324,-0.005412655,0.248162125,0.163073236,-0.404678401
Maryland,24,Anne Arundel,115,8.50E-17,0.539745236,0.266313937,0.24950668,0.05752975,-0.415950047
New Jersey,34,Union,116,1.31E-16,0.415911844,0.28076103,0.16171584,0.370019536,-0.484065715
Ohio,39,Montgomery,117,5.03E-17,0.096635155,0.415045564,0.0883288,0.468991662,-0.662781266
Colorado,8,Jefferson,118,1.73E-16,0.085407447,-0.854394868,0.186143622,-0.893637855,-0.100432152
Oregon,41,Washington,119,1.16E-16,0.309739957,-0.610104187,0.302009455,-0.898891197,-0.173287948
Pennsylvania,42,Lancaster,120,-1.37E-16,-0.008159557,0.266574259,0.348546027,0.405035693,-0.489621546
Nebraska,31,Douglas,121,-1.08E-16,0.20897465,0.064631023,-0.055688392,0.259187951,-0.580583374
Utah,49,Utah,122,2.60E-17,0.211659689,0.004426201,0.408367251,-0.154326111,-0.152441013
Illinois,17,Kane,123,6.94E-18,0.387905108,-0.032341582,0.427042309,-0.005381795,-0.345362897
California,6,Stanislaus,124,-1.01E-16,0.459935176,0.124590273,0.375208344,-0.164040015,0.020251323
New Jersey,34,Camden,125,5.20E-17,0.109117759,0.771734724,0.077075963,0.90498804,-0.65400463
Minnesota,27,Ramsey,126,-2.69E-17,0.517443724,0.267671018,0.38019864,0.105866692,-0.256529282
New Jersey,34,Passaic,127,2.69E-17,0.090343293,0.441689091,0.341816755,0.617763701,-0.501395835
Pennsylvania,42,Chester,128,-1.56E-17,0.439877234,0.485507942,0.237606112,0.384576417,-0.572157783
Kansas,20,Sedgwick,129,2.15E-16,-0.062264427,0.304632664,-0.242914896,0.574672488,-0.611076371
Indiana,18,Lake,130,-1.06E-16,-0.103480008,0.472321442,-0.033301989,0.802274042,-0.567868152
Massachusetts,25,Plymouth,131,-8.15E-17,0.240650321,-0.006067634,0.327349666,-0.211448654,-0.429809547
Florida,12,Volusia,132,-1.16E-16,0.507686853,-0.181936311,0.315921705,-0.262710003,-0.365831298
New Jersey,34,Morris,133,7.46E-17,0.38073561,0.276403111,0.422922519,0.25236389,-0.268715985
North Carolina,37,Guilford,134,1.39E-17,0.230112081,0.632013284,-0.000700495,0.728953937,-0.678554357
Wisconsin,55,Dane,135,-1.15E-16,0.324482438,0.01577315,0.229834422,0.074151659,-0.62971513
California,6,Sonoma,136,4.77E-17,0.406214312,-0.138587693,0.450962258,-0.470230528,-0.006314147
Washington,53,Spokane,137,-9.37E-17,-0.034640146,0.242156536,-0.116905076,0.526923801,-0.631263422
New York,36,Richmond,138,-6.85E-17,0.213024885,-0.663851744,0.435021587,-0.547367923,-0.326640373
New York,36,Onondaga,139,-4.16E-17,0.177701478,0.806522148,0.001428421,0.769565115,-0.536314468
Florida,12,Pasco,140,-1.51E-16,0.462101012,-0.182855411,0.251935201,-0.321485588,-0.447666302
Massachusetts,25,Hampden,141,1.21E-16,0.288820835,0.363833039,0.027216477,0.490585987,-0.632113777
Texas,48,Montgomery,142,-4.73E-17,0.032627452,0.414159555,0.09887164,0.405336,0.234831158
South Carolina,45,Greenville,143,2.32E-16,0.076169688,-0.226718981,0.30418914,-0.037085982,-0.487961124
New Jersey,34,Burlington,144,2.24E-16,0.212219522,0.572216426,0.076594859,0.779309371,-0.573562045
California,6,Tulare,145,2.13E-16,0.379499383,0.215275569,0.381160005,-0.116036135,-0.14669038
Ohio,39,Lucas,146,1.08E-16,-0.073035893,0.151431843,-0.136043813,0.29881214,-0.557895412
Colorado,8,Adams,147,2.69E-16,0.164790305,-0.751120488,0.236572082,-0.874848967,-0.026337751
Louisiana,22,East Baton Rouge,148,6.94E-17,0.148984626,-0.235141062,0.288781451,-0.39225141,-0.114762919
Virginia,51,Virginia Beach,149,-5.55E-17,0.196296486,0.761167831,-0.147933258,0.677603052,-0.559135918
Pennsylvania,42,York,150,-5.03E-17,0.203643017,0.28742525,0.058137484,0.466653772,-0.670700539
Louisiana,22,Jefferson,151,-1.23E-16,0.226962015,-0.078182918,-0.063976072,-0.128434348,-0.688382938
Tennessee,47,Knox,152,-4.34E-17,0.067906424,0.446599884,-0.123279949,0.712576773,-0.580358221
Iowa,19,Polk,153,2.15E-16,0.097365259,-0.689000367,0.102041742,-0.535570583,-0.264546044
Michigan,26,Genesee,154,-1.77E-16,0.195378279,0.189030152,0.019247944,0.572532995,-0.295541707
Washington,53,Clark,155,-7.11E-17,0.354137366,-0.421586233,0.202392231,-0.637266716,-0.213143924
California,6,Santa Barbara,156,8.24E-17,0.400065697,0.332756893,0.349598105,0.037363888,-0.075247671
Florida,12,Seminole,157,-2.16E-16,0.502013128,-0.137265444,0.320730441,-0.349918069,-0.155051763
Texas,48,Williamson,158,9.24E-17,0.207015433,-0.566904226,0.231377431,-0.532511302,0.166362831
Nevada,32,Washoe,159,-1.91E-17,0.323577929,-0.047451512,0.433382745,-0.256468773,-0.03903938
California,6,Monterey,160,-1.93E-16,0.399966503,0.058436477,0.368128528,-0.170083604,0.039437581
California,6,Solano,161,2.17E-17,0.467756848,0.0747756,0.451461533,-0.198535003,-0.05785029
Alabama,1,Mobile,162,8.67E-18,0.102447388,0.373017302,-0.066855263,0.503122743,-0.719685502
Pennsylvania,42,Berks,163,5.90E-17,0.153121976,0.529504843,0.138129659,0.643806693,-0.588742876
Texas,48,Cameron,164,4.86E-17,0.022346705,0.504551591,-0.143745672,0.620010264,-0.610196604
Virginia,51,Prince William,165,-9.54E-17,0.502440125,0.405185226,0.094341396,0.020914587,0.01878818
New Hampshire,33,Hillsborough,166,-1.67E-16,0.307896585,0.288860554,0.168596841,0.26854196,-0.586811345
Minnesota,27,Dakota,167,-2.60E-17,0.510990692,0.159147391,0.12200207,0.012552086,-0.18557053
Idaho,16,Ada,168,-1.04E-17,0.179023304,0.505769389,0.091721174,0.423477688,-0.031172532
Wisconsin,55,Waukesha,169,1.28E-16,0.368907965,0.099611634,0.254817858,0.162887582,-0.549936772
South Carolina,45,Richland,170,-1.73E-18,-0.072734367,-0.101215571,-0.041302959,0.021880959,-0.566190297
Arkansas,5,Pulaski,171,-1.21E-17,-0.213767247,0.252373389,-0.198959057,0.459694858,-0.058959975
Florida,12,Sarasota,172,-1.62E-16,0.166839186,-0.313654791,0.130109094,-0.567904413,0.027213081
Oregon,41,Clackamas,173,-5.03E-17,0.360551564,-0.452340668,0.293604992,-0.651673065,-0.224099154
Arizona,4,Pinal,174,-9.45E-17,0.380750004,0.288262191,0.022776583,0.140889432,0.014700174
Ohio,39,Stark,175,-1.84E-16,-0.100044465,0.439629052,-0.081897281,0.569772604,-0.52776955
New York,36,Orange,176,2.52E-17,0.074512717,0.489473876,0.132157131,0.853992005,-0.555978865
Ohio,39,Butler,177,-5.64E-17,0.221425293,0.129602579,0.291814659,0.244028835,-0.48460466
New Jersey,34,Mercer,178,1.65E-17,0.186619844,0.528859847,0.25602846,0.663557971,-0.482694517
Pennsylvania,42,Westmoreland,179,-1.25E-16,-0.040548171,0.654332872,0.043969462,0.639108133,-0.341896171
Missouri,29,St. Charles,180,-2.60E-17,0.174828704,-0.151375215,-0.004420584,0.024736612,-0.535782039
Indiana,18,Allen,181,-9.02E-17,0.073674886,0.343504247,-0.071242998,0.65212352,-0.627116418
Oregon,41,Lane,182,1.30E-18,0.295505076,0.028545271,0.236141139,0.017264111,-0.620868033
North Carolina,37,Forsyth,183,2.43E-17,0.131061243,0.521946675,-0.040855677,0.759741922,-0.587604472
South Carolina,45,Charleston,184,-1.87E-16,0.314380988,-0.585331534,0.284712143,-0.733727525,-0.050044315
Pennsylvania,42,Lehigh,185,-7.55E-17,0.082275606,0.374855851,0.268999659,0.466146771,-0.624112971
California,6,Placer,186,7.72E-17,0.452835085,0.0894524,0.338205508,-0.237595301,-0.015979104
Michigan,26,Washtenaw,187,-1.73E-16,0.314497502,-0.129753395,0.538836431,-0.162994787,0.120262198
Louisiana,22,Orleans,188,7.03E-17,0.078579229,-0.455879032,0.138541786,-0.7442927,0.131748641
Texas,48,Nueces,189,-3.23E-16,0.32027581,0.365163535,0.034534458,-0.126937519,-0.18387
Tennessee,47,Hamilton,190,-1.11E-16,0.327345092,0.127031049,0.039681746,0.328257083,-0.564407562
Alabama,1,Madison,191,-6.59E-17,-0.004395195,0.98086417,-0.159891433,0.935917508,-0.588566066
Florida,12,Marion,192,1.13E-16,0.359301096,-0.094001575,0.163661287,0.056783972,-0.585893635
Minnesota,27,Anoka,193,1.30E-17,0.370661965,0.072375042,0.324242909,-0.051514218,-0.201885216
New Jersey,34,Somerset,194,-8.50E-17,0.256475463,0.311810006,0.390837231,0.290206235,-0.275858001
Florida,12,Manatee,195,3.82E-17,0.280700461,-0.324006023,0.307623135,-0.625451444,0.139717079
Florida,12,Collier,196,6.94E-18,0.058312309,-0.210562815,0.099174818,-0.380538168,0.196002229
Pennsylvania,42,Luzerne,197,1.58E-16,0.115193637,0.75756437,-0.009185601,0.92359591,-0.539268963
North Carolina,37,Cumberland,198,7.29E-17,-0.003169017,0.727160747,-0.133273017,0.998036411,-0.494014963
Missouri,29,St. Louis,199,-1.06E-16,-0.042064728,0.048792067,-0.246529888,0.330326436,-0.438841674
Virginia,51,Chesterfield,200,1.41E-16,0.397990622,0.182131245,0.075179826,0.243880415,-0.645750084
Oregon,41,Marion,201,1.21E-17,0.182373052,-0.379037585,0.277349005,-0.169445806,-0.462358489
Texas,48,Brazoria,202,-3.07E-16,0.179020477,-0.344625417,0.27187154,-0.1619185,-0.032216959
Virginia,51,Loudoun,203,-1.53E-16,0.508894998,0.633681047,-0.004836684,0.526881381,-0.021427691
New York,36,Rockland,204,1.34E-16,0.1286545,-0.084503886,0.46003829,0.077338207,-0.348705765
Texas,48,Bell,205,0,-0.062333549,0.532893695,-0.280924583,0.869641949,-0.556762538
Illinois,17,McHenry,206,-3.56E-17,0.358683691,0.077770382,0.384262283,0.121161671,-0.403776726
Virginia,51,Henrico,207,6.33E-17,0.338520764,0.059669549,0.137654347,0.132655574,-0.512582838
Utah,49,Davis,208,-3.64E-17,0.219851066,-0.060125025,0.209334101,-0.049557288,-0.393278619
New York,36,Albany,209,1.20E-16,0.181634271,-0.187361186,0.210083441,0.064711788,-0.380350688
Ohio,39,Lorain,210,-5.03E-17,0.187915156,0.125471547,-0.05292586,0.269362385,-0.690364653
Colorado,8,Larimer,211,-2.03E-16,-0.003878914,-1.089098957,0.179286288,-1.106663025,-0.142613893
Pennsylvania,42,Northampton,212,-1.32E-16,0.18746383,0.358383747,0.137692933,0.55855371,-0.499023614
Florida,12,Escambia,213,-2.59E-16,0.098541743,0.173488601,0.406144121,0.177828518,-0.59531779
New York,36,Dutchess,214,-5.20E-17,0.230720188,0.567994025,0.055489377,0.87425677,-0.564087565
Florida,12,Lake,215,-1.82E-16,0.436891863,0.125822694,0.335702641,0.009692256,-0.306667127
Kentucky,21,Fayette,216,-3.12E-17,0.419681959,0.134342846,0.055986057,0.148462283,-0.677213601
Illinois,17,Winnebago,217,-3.04E-17,0.018867118,-0.44551111,0.106515087,-0.294412844,-0.582109826
New Hampshire,33,Rockingham,218,2.01E-16,0.36086772,-0.010671074,0.287762945,-0.115393909,-0.498421994
Colorado,8,Boulder,219,-1.95E-16,-0.076203564,-1.052558821,0.216144088,-1.025735383,-0.02727953
Alaska,2,Anchorage,220,1.39E-17,-0.055642284,0.484381563,-0.357472304,0.86310248,0.042424926
Texas,48,Galveston,221,1.93E-16,0.034138526,-0.56737848,0.011762524,-0.255878063,-0.068502175
New Jersey,34,Gloucester,222,-1.14E-16,0.198556891,0.680477842,0.015596547,0.804148501,-0.554384517
Maryland,24,Howard,223,-6.46E-17,0.54113697,0.106350678,0.437807587,-0.201124875,-0.271712746
Colorado,8,Douglas,224,-1.18E-16,0.186350688,-0.632883243,0.296709777,-0.818069879,0.200450609
Nebraska,31,Lancaster,225,1.60E-16,0.13376023,-0.285658123,-0.020372385,-0.134740899,-0.305216717
South Carolina,45,Spartanburg,226,2.43E-17,0.122996405,0.156117682,0.04348252,0.312059564,-0.574936899
Maine,23,Cumberland,227,1.47E-16,0.228309959,0.21490094,-0.059281807,0.094770628,-0.60994311
Michigan,26,Ingham,228,3.16E-16,0.350858972,0.158334637,0.16053563,0.373617045,-0.407193838
Pennsylvania,42,Erie,229,5.90E-17,0.069156077,0.695705739,-0.244582021,0.772743158,-0.549939019
Texas,48,Lubbock,230,6.94E-18,0.400393667,0.006302412,0.048497076,-0.028728229,-0.514173418
Florida,12,St. Lucie,231,-1.18E-16,0.222225817,-0.617324954,0.373445331,-0.717419575,-0.080970744
Florida,12,Leon,232,7.63E-17,0.301279286,0.214772779,0.262974934,0.245130681,-0.629128304
Missouri,29,Greene,233,1.37E-16,0.131504503,0.603372259,0.113535144,0.70914675,-0.539271986
Indiana,18,Hamilton,234,1.41E-16,0.279845868,0.640888866,0.477132245,0.489654777,-0.445106856
New Jersey,34,Atlantic,235,-2.60E-17,0.191376923,0.966546069,-0.078232567,1.303419183,-0.279122765
Connecticut,9,New London,236,3.47E-18,0.367825663,0.02094318,0.080723591,0.167208535,-0.529839867
Illinois,17,St. Clair,237,6.94E-18,0.194753297,-0.121218178,-0.183963647,0.182523224,-0.547770491
California,6,San Luis Obispo,238,-9.02E-17,0.398378335,-0.11128469,0.414425442,-0.425927959,-0.029735434
South Carolina,45,Horry,239,5.38E-17,0.007403192,0.492231111,0.508525838,0.468733344,-0.344168413
Illinois,17,Madison,240,-6.94E-18,0.051577978,0.289257794,-0.22198599,0.513440818,-0.596489107
Florida,12,Osceola,241,1.01E-16,0.411788575,0.089399225,0.350814467,-0.030677846,0.182295924
Pennsylvania,42,Dauphin,242,1.39E-17,0.269259006,0.47992318,-0.026169099,0.632714869,-0.668079265
North Carolina,37,Durham,243,1.20E-16,0.195795117,0.110624348,0.322523321,0.299217481,-0.546386283
Indiana,18,St. Joseph,244,9.37E-17,0.169287698,0.25862404,0.017178636,0.443097975,-0.653168254
Georgia,13,Chatham,245,8.76E-17,0.104368561,0.439472879,0.127148051,0.721229145,-0.480456789
Michigan,26,Ottawa,246,-5.20E-17,0.154178978,-0.254293535,0.340663583,-0.125402365,-0.346233965
Tennessee,47,Rutherford,247,3.51E-16,0.105259744,-0.815182473,0.153287584,-0.688047324,-0.447473188
South Carolina,45,Lexington,248,1.67E-16,0.151334867,0.487056474,-0.027096816,0.776499789,-0.572527405
California,6,Santa Cruz,249,-1.21E-16,0.379731967,-0.210088209,0.444671696,-0.495906596,0.022102729
Georgia,13,Clayton,250,-3.99E-17,0.388393549,0.550649578,0.352228816,0.649939949,-0.215261536
California,6,Merced,251,1.10E-16,0.391972966,-0.07310546,0.445754891,-0.249392598,-0.055133744
Oklahoma,40,Cleveland,252,6.25E-17,0.276556314,0.94147072,-0.219043664,0.858045512,-0.481872472
Louisiana,22,Caddo,253,4.51E-17,-0.169708221,0.15232244,0.102191644,-0.260853546,-0.232499173
Colorado,8,Weld,254,-3.42E-16,0.07257264,-0.679737035,0.432000793,-0.653179154,-0.089126269
California,6,Marin,255,-6.07E-17,0.352702732,-0.206706212,0.191057207,-0.47019815,0.138122488
Texas,48,Jefferson,256,-1.47E-16,-0.01429665,0.794984608,0.081313897,0.797205231,-0.123046974
Washington,53,Thurston,257,1.49E-16,0.11320525,0.270665972,0.02724471,0.402557252,-0.633214624
Washington,53,Kitsap,258,6.68E-17,0.086378968,-0.249919416,0.094351865,-0.177142438,-0.636872201
Michigan,26,Kalamazoo,259,1.63E-16,0.195950573,0.310756614,0.174155961,0.667954506,-0.417640052
Texas,48,Webb,260,2.78E-17,-0.189308289,-1.088795496,0.42746298,-0.792559099,0.125220768
